weights;province;district;community.damage;interviewer_sex;hhh_ethnolinguistic_group;hhh_marital_status;hhh_age;hhh_gender;hhh_disability;total_members;disability;breastfeeding;pregnant;chronic_ill;expenditures_food;expenditures_loan_repayments;expenditures_livestock;expenditures_agri_inputs;expenditures_health;expenditures_eduction;expenditures_shelter_materials_labour;expenditures_rent;expenditures_fuel;expenditures_clothing_hh_items;expenditures_transport;expenditures_comms;expenditures_other;expenditures_other_specify;expenditures_primary_source_expend;expenditures_primary_source_expend_other;expenditures_secondary_source_expend;expenditures_secondary_source_expend_other;expenditures_tertiary_source_expend;expenditures_tertiary_source_expend_other;assistance_assistance_amount;Assistance_Received_y_n;assistance_assistance_type;assistance_assistance_type_other;assistance_household_damage;assistance_shelter_status;assistance_damage_status;assistance_repair_status;assistance_barriers_to_rebuild;assistance_barriers_to_rebuild_other;assistance_accommodation_arrangment;assistance_wall_material;assistance_wall_material_other;assistance_roof_material;assistance_roof_material_other;assistance_rooms_hh;BBB_note;BBB_bbb_safe_site;BBB_bbb_foundation;BBB_bbb_corner_braces;BBB_bbb_plinth_bands;BBB_bbb_lintels;BBB_bbb_windows_door_safe_distance;BBB_bbb_drainage;BBB_bbb_landslide_flood_minimsed;BBB_female_living_space;BBB_livestock_livingspace;WASH_primary_drinking_water;WASH_primary_drinking_water_other;WASH_primary_latrine;WASH_primary_latrine_other;WASH_primary_latrine_status;WASH_solid_waste;WASH_solid_waste_other;priority_needs_priority_needs
0,615700396;Balkh;Sholgareh;Low community damage;Male;Arab;Married;69;Male;no;6;0;1;0;0;3800;1000;0;2000;300;0;500;0;0;500;200;50;2000;Traffic accident;livestock farming;NA;unskilled daily labour;NA;no further source;NA;5000;Yes;other;Food, Blankets, Tent, Cash Assistance;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned without documentation;timber;NA;mud grass;NA;3;NA;yes;yes;yes;yes;yes;yes;yes;no;no;yes;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
0,615700396;Balkh;Khulm;Low community damage;Male;Arab;Married;50;Male;no;6;0;1;0;0;3000;10000;0;0;3000;1500;1000;0;0;500;1200;300;4200;Shop rent;business sale goods services;NA;livestock farming;NA;no further source;NA;0;Yes;other;Food, Blankets, Tent, Kitchen Goods;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;dont know;timber;NA;mud grass;NA;3;NA;yes;no;yes;no;yes;yes;yes;no;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;health care
0,145896565;Balkh;Khulm;Low community damage;Male;Arab;Single;41;Male;no;9;0;0;0;0;3000;0;2000;0;500;600;1000;0;200;1200;600;350;5000;Shop rent;business sale goods services;NA;no further source;NA;no further source;NA;0;Yes;other;Food, Blankets, Kitchen Goods;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;dont know;timber;NA;mud grass;NA;4;NA;yes;yes;yes;no;yes;yes;yes;yes;yes;no;surface water;NA;pit latrine open;NA;latrine used;thrown out street;NA;food
0,145896565;Samangan;Khulm;Low community damage;Male;Aymaq;Divorced;36;Male;no;10;0;1;0;1;10000;500;1000;200;600;0;200;0;700;500;700;200;0;NA;cash crop;NA;livestock farming;NA;no further source;NA;6000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;5;NA;no;no;yes;yes;no;yes;yes;no;no;yes;unprotected spring well;NA;ventilated improved pit latrine;NA;latrine used;burned;NA;employment
0,615700396;Samangan;Khulm;Low community damage;Male;Arab;Married;29;Male;no;9;0;2;1;0;31000;5000;200;200;100;0;500;0;0;200;200;200;0;NA;cash crop;NA;livestock farming;NA;no further source;NA;0;Yes;shelter assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;cannot reach markets expense;NA;free owners consent;handmade tent;NA;do not know;NA;5;NA;no;no;yes;no;no;no;no;no;no;no;handpump;NA;ventilated improved pit latrine;NA;latrine used;buried;NA;employment
3,290842661;Samangan;Khulm;Low community damage;Male;Arab;Married;37;Male;no;12;0;0;1;0;2000;200;3000;200;200;300;NA;500;300;600;800;200;0;NA;livestock farming;NA;rent;NA;no further source;NA;0;No;no assistance;NA;partially damaged;different site;no longer occupied;repairs started on hold;no money for materials;NA;owned without documentation;stone;NA;mud grass;NA;5;NA;yes;no;yes;no;yes;yes;no;no;no;yes;pipe municipal;NA;pit latrine open;NA;latrine used;burned;NA;training
2,281271713;Faryab;Sar e Pul;High community damage;Male;Arab;Married;36;Male;no;13;0;2;1;0;5450;1400;630;0;600;300;0;0;0;800;400;400;0;NA;cash crop;NA;livestock farming;NA;unskilled daily labour;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;timber;NA;mud grass;NA;5;NA;no;yes;yes;no;yes;yes;yes;no;no;no;handpump;NA;pit latrine covered;NA;latrine used;collected;NA;employment
0,615700396;Faryab;Sholgareh;High community damage;Male;Arab;Married;46;Male;no;15;0;1;0;1;4800;730;410;800;490;0;0;0;0;870;250;300;900;Wedding;skilled daily labour;NA;cash crop;NA;cash crop;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;not clear;yes;no;no;yes;yes;yes;yes;no;no;handpump;NA;pit latrine covered;NA;latrine used;burned;NA;employment
2,281271713;Faryab;Khulm;High community damage;Male;Arab;Married;47;Male;no;11;0;1;0;1;3600;2000;500;900;1000;0;0;0;0;1200;500;400;0;NA;livestock farming;NA;cash crop;NA;unskilled daily labour;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;timber;NA;mud grass;NA;5;NA;yes;yes;yes;yes;yes;yes;yes;no;no;no;handpump;NA;pit latrine open;NA;latrine used;burned;NA;health care
0,145896565;Faryab;Sholgareh;High community damage;Male;Arab;Married;33;Male;no;11;0;0;0;0;15000;4000;1500;2000;1500;500;0;0;0;2000;1000;800;0;NA;cash crop;NA;livestock farming;NA;business sale goods services;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;timber;NA;mud grass;NA;7;NA;no;yes;no;no;yes;yes;yes;yes;yes;no;handpump;NA;pit latrine open;NA;latrine used;collected;NA;agri livestock support
0,145896565;Faryab;MaymaNA;High community damage;Male;Hazara;Married;35;Male;no;10;0;1;0;0;4500;500;0;600;800;0;0;0;500;1000;500;200;0;NA;skilled daily labour;NA;cash crop;NA;saving;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;no;no;yes;no;yes;yes;yes;yes;no;no;handpump;NA;pit latrine covered;NA;latrine used;collected;NA;employment
0,145896565;Faryab;Khuram Sarbagh;High community damage;Male;Arab;Married;44;Female;no;10;0;1;0;0;4000;500;300;100;500;0;0;0;500;860;230;100;0;NA;business sale goods services;NA;unskilled daily labour;NA;livestock farming;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;no;yes;no;no;yes;yes;yes;yes;yes;no;handpump;NA;pit latrine open;NA;latrine used;burned;NA;training
3,290842661;Balkh;Khuram Sarbagh;Low community damage;Male;Arab;Married;48;Male;no;8;0;1;1;0;8000;0;2500;0;2000;1000;9000;0;1500;5000;300;500;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;5;NA;yes;no;yes;no;yes;no;yes;no;yes;no;handpump;NA;pit latrine open;NA;latrine used;collected;NA;agri livestock support
0,145896565;Balkh;Khulm;Low community damage;Male;Arab;Married;34;Male;no;15;0;1;1;0;10000;0;9000;1200;5000;2000;0;0;8000;4000;500;350;0;NA;cash crop;NA;saving;NA;saving;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;yes;yes;yes;no;yes;no;yes;no;yes;yes;handpump;NA;pit latrine open;NA;latrine used;collected;NA;health care
0,145896565;Balkh;Khuram Sarbagh;Low community damage;Male;Arab;Married;40;Male;no;7;0;0;0;0;20000;0;0;0;5000;1500;0;0;3000;3500;2000;500;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;fully damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;15;NA;no;no;yes;yes;yes;yes;yes;no;yes;no;handpump;NA;pit latrine open;NA;latrine used;thrown out street;NA;shelter assistance
3,290842661;Balkh;Khulm;Low community damage;Male;Arab;Married;32;Male;no;9;0;1;0;0;15000;0;6500;4500;7000;15000;150000;0;4000;10000;1000;1200;0;NA;business sale goods services;NA;cash crop;NA;livestock farming;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;unprotected spring well;NA;pit latrine open;NA;latrine used;buried;NA;training
0,143638295;Balkh;Aybak;Low community damage;Male;Arab;Married;51;Male;no;19;0;1;0;0;6000;0;0;0;8000;15000;120000;0;1500;1000;700;300;0;NA;formal employ;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;2;NA;no;yes;yes;no;yes;yes;yes;yes;no;no;unprotected spring well;NA;pit latrine covered;NA;latrine used;buried;NA;health care
0,615700396;Balkh;Khuram Sarbagh;Low community damage;Male;Arab;Married;62;Male;no;12;0;0;0;1;10000;0;3000;4500;2000;1000;800000;0;4000;12000;3000;1500;0;NA;cash crop;NA;livestock farming;NA;unskilled daily labour;NA;7000;Yes;shelter assistance;NA;fully damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;13;NA;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;agri livestock support
3,290842661;Balkh;Khwaja Sabz Posh;Low community damage;Male;Arab;Married;51;Male;no;12;0;0;1;0;15000;50000;3500;4500;0;0;0;0;10000;2000;3000;5000;0;NA;skilled daily labour;NA;cash crop;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;10;NA;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;unprotected spring well;NA;pit latrine covered;NA;latrine used;burned;NA;employment
3,290842661;Balkh;Khwaja Sabz Posh;Low community damage;Male;Arab;Married;35;Male;no;11;0;1;1;1;15000;30000;0;6500;6000;0;0;0;5000;5000;2000;1500;0;NA;skilled daily labour;NA;cash crop;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;8;NA;yes;no;yes;yes;yes;yes;yes;no;yes;yes;unprotected spring well;NA;pit latrine covered;NA;latrine used;burned;NA;water sanitation
0,143638295;Balkh;Aybak;Low community damage;Male;Arab;Married;41;Male;no;12;0;1;0;0;10000;20000;3000;10000;15000;0;0;0;6000;1700;500;700;0;NA;cash crop;NA;formal employ;NA;no further source;NA;10000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;8;NA;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;unprotected spring well;NA;pit latrine open;NA;latrine used;burned;NA;water sanitation
2,281271713;Balkh;Pul e khumri;Low community damage;Male;Arab;Married;30;Male;no;6;0;0;0;0;6000;0;1500;0;15000;6000;0;4000;3000;3000;3000;400;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;no;yes;yes;no;yes;yes;yes;yes;no;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;health care
2,281271713;Balkh;Khuram Sarbagh;Low community damage;Male;Arab;Married;44;Male;no;9;0;0;1;0;3000;0;1000;2000;0;0;0;0;0;0;0;150;0;NA;livestock farming;NA;unskilled daily labour;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;yes;no;yes;yes;yes;yes;yes;no;yes;yes;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
0,145896565;Balkh;Pul e khumri;Low community damage;Male;Arab;Married;43;Male;yes;11;1;1;0;0;4000;0;1000;2000;500;0;0;0;200;0;0;100;0;NA;rent;NA;unskilled daily labour;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;no;no;yes;no;yes;yes;yes;no;yes;yes;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
3,290842661;Balkh;MaymaNA;Low community damage;Male;Arab;Married;51;Male;no;8;0;0;0;0;2500;0;1000;2000;0;0;0;0;400;0;0;200;0;NA;livestock farming;NA;unskilled daily labour;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;no;no;yes;no;yes;yes;yes;no;yes;yes;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
5,415416037;Balkh;Khuram Sarbagh;Low community damage;Male;Arab;Married;45;Male;no;10;0;2;0;0;1500;0;500;1000;500;0;0;0;0;0;400;100;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied no longer damaged;NA;NA;NA;owned with documentation;bricks;NA;mud grass;NA;2;NA;no;no;yes;no;yes;yes;yes;no;yes;yes;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;food
0,145896565;Sar e Pul;Sar e Pul;Low community damage;Male;Arab;Married;42;Male;no;10;0;0;0;0;12000;2000;0;0;1000;500;10000;0;2000;1000;900;400;0;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;free owners consent;bricks;NA;mud grass;NA;3;NA;yes;yes;no;yes;yes;yes;yes;yes;yes;no;unprotected spring well;NA;pit latrine open;NA;latrine used;buried;NA;shelter assistance
0,145896565;Faryab;Bilcheragh;Low community damage;Male;Arab;Married;40;Male;no;8;0;1;0;1;2000;0;0;0;3000;0;0;0;5000;2000;200;1000;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;different site;no longer occupied;repairs not started;NA;NA;owned with documentation;timber;NA;mud grass;NA;5;NA;no;yes;yes;yes;yes;yes;yes;yes;no;no;handpump;NA;pit latrine covered;NA;latrine used;buried;NA;health care
3,290842661;Faryab;Baharak (Badakhshan);Low community damage;Male;Arab;Married;59;Male;no;13;1;0;0;0;10000;2000;0;0;3000;0;0;0;1000;5000;200;100;0;NA;cash crop;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs not started;NA;NA;owned with documentation;bricks;NA;mud grass;NA;5;NA;yes;yes;yes;yes;yes;yes;yes;no;yes;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;health care
0,145896565;Faryab;Sholgareh;Low community damage;Male;Arab;Married;70;Male;no;13;0;0;0;0;15000;1200;1;2000;2000;1000;0;0;1500;1300;200;100;0;NA;unskilled daily labour;NA;skilled daily labour;NA;skilled daily labour;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;yes;no;yes;yes;yes;yes;yes;no;no;no;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;health care
0,145896565;Faryab;Pul e khumri;Low community damage;Male;Arab;Married;20;Male;no;11;0;0;0;0;12000;0;1;0;2500;0;0;0;2000;1500;0;150;0;NA;unskilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;no;yes;yes;yes;yes;yes;yes;no;no;yes;handpump;NA;pit latrine covered;NA;latrine used;thrown out street;NA;health care
0,615700396;Sar e Pul;Khulm;Low community damage;Male;Gujjar;Married;45;Male;no;17;0;2;1;0;14000;0;0;0;3000;1200;1200;0;2000;1500;600;500;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;different site;no longer occupied;repairs ongoing;NA;NA;owned with documentation;bricks;NA;mud grass;NA;3;NA;yes;yes;no;no;yes;yes;yes;not clear;yes;no;handpump;NA;ventilated improved pit latrine;NA;latrine used;thrown out street;NA;employment
2,281271713;Sar e Pul;Khuram Sarbagh;Low community damage;Male;Arab;Married;34;Male;no;8;0;1;1;1;6000;0;0;0;2000;1500;0;0;3000;2500;1500;500;4000;NA;skilled daily labour;NA;no further source;NA;no further source;NA;0;No;no assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs ongoing;NA;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;yes;yes;yes;no;yes;yes;yes;not clear;yes;no;handpump;NA;pit latrine open;NA;latrine used;collected;NA;employment
5,415416037;Sar e Pul;Sar e Pul;Low community damage;Male;Arab;Married;59;Male;no;10;1;1;0;0;12000;0;0;0;2500;1500;0;0;3000;1500;1000;500;1500;NA;skilled daily labour;NA;formal employ;NA;hum ass;NA;0;No;no assistance;NA;partially damaged;different site;no longer occupied;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;no;yes;no;yes;yes;yes;yes;yes;yes;yes;handpump;NA;pit latrine covered;NA;latrine used;collected;NA;employment
0,143638295;Sar e Pul;Sholgareh;Low community damage;Male;Arab;Divorced;38;Male;no;8;0;2;1;0;15000;2000;0;0;3000;2000;0;0;2000;3000;1000;500;3000;NA;hum ass;NA;unskilled daily labour;NA;no further source;NA;10000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for materials;NA;owned with documentation;timber;NA;mud grass;NA;3;NA;no;no;yes;yes;yes;yes;yes;yes;yes;no;handpump;NA;pit latrine open;NA;latrine used;collected;NA;employment
0,145896565;Balkh;Dawlatabad;Low community damage;Male;Arab;Married;31;Male;no;12;0;2;0;0;6000;0;7000;0;4500;1900;90000;0;7000;4200;3500;2000;0;NA;unskilled daily labour;NA;skilled daily labour;NA;livestock farming;NA;0;Yes;shelter assistance;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;other;Mud wall;mud grass;NA;4;NA;no;no;yes;yes;yes;yes;no;no;no;yes;protected spring well;NA;pit latrine covered;NA;latrine used;thrown out street;NA;shelter assistance
0,145896565;Baghlan;Farkhar;Low community damage;Male;Arab;Married;50;Male;no;7;1;1;0;0;50000;0;0;0;7000;2500;8000;0;18000;7000;0;9000;0;NA;business sale goods services;NA;no further source;NA;no further source;NA;40000;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned without documentation;timber;NA;mud grass;NA;8;NA;no;yes;yes;no;yes;yes;yes;yes;yes;no;pipe municipal;NA;pit latrine covered;NA;latrine used;thrown out street;NA;education
5,415416037;Baghlan;MaymaNA;Low community damage;Male;Arab;Single;43;Female;no;11;0;0;0;0;18000;0;0;0;13000;1000;2500;0;3000;0;0;400;0;NA;unskilled daily labour;NA;formal employ;NA;no further source;NA;3500;Yes;nfi cash voucher;NA;partially damaged;same shelter or rebuilt;occupied partial damage;repairs started on hold;no money for labour;NA;owned with documentation;bricks;NA;mud grass;NA;4;NA;no;yes;yes;yes;yes;yes;yes;yes;yes;no;pipe municipal;NA;pit latrine open;NA;latrine used;buried;NA;agri livestock support
